month,views,article,access_type
2015-08-01,34070,Spinosaurus,desktop
2015-09-01,31103,Spinosaurus,desktop
2015-10-01,36137,Spinosaurus,desktop
2015-11-01,29768,Spinosaurus,desktop
2015-12-01,24435,Spinosaurus,desktop
2016-01-01,28159,Spinosaurus,desktop
2016-02-01,25064,Spinosaurus,desktop
2016-03-01,24400,Spinosaurus,desktop
2016-04-01,23885,Spinosaurus,desktop
2016-05-01,24411,Spinosaurus,desktop
2016-06-01,25024,Spinosaurus,desktop
2016-07-01,18483,Spinosaurus,desktop
2016-08-01,16150,Spinosaurus,desktop
2016-09-01,17529,Spinosaurus,desktop
2016-10-01,16430,Spinosaurus,desktop
2016-11-01,15948,Spinosaurus,desktop
2016-12-01,17326,Spinosaurus,desktop
2017-01-01,24403,Spinosaurus,desktop
2017-02-01,20167,Spinosaurus,desktop
2017-03-01,23688,Spinosaurus,desktop
2017-04-01,19027,Spinosaurus,desktop
2017-05-01,20176,Spinosaurus,desktop
2017-06-01,16496,Spinosaurus,desktop
2017-07-01,16406,Spinosaurus,desktop
2017-08-01,14857,Spinosaurus,desktop
2017-09-01,14344,Spinosaurus,desktop
2017-10-01,15779,Spinosaurus,desktop
2017-11-01,16925,Spinosaurus,desktop
2017-12-01,23762,Spinosaurus,desktop
2018-01-01,19191,Spinosaurus,desktop
2018-02-01,19195,Spinosaurus,desktop
2018-03-01,19552,Spinosaurus,desktop
2018-04-01,21823,Spinosaurus,desktop
2018-05-01,24753,Spinosaurus,desktop
2018-06-01,40614,Spinosaurus,desktop
2018-07-01,31508,Spinosaurus,desktop
2018-08-01,21282,Spinosaurus,desktop
2018-09-01,16992,Spinosaurus,desktop
2018-10-01,15566,Spinosaurus,desktop
2018-11-01,15327,Spinosaurus,desktop
2018-12-01,15865,Spinosaurus,desktop
2019-01-01,17685,Spinosaurus,desktop
2019-02-01,14704,Spinosaurus,desktop
2019-03-01,17189,Spinosaurus,desktop
2019-04-01,15832,Spinosaurus,desktop
2019-05-01,13612,Spinosaurus,desktop
2019-06-01,12070,Spinosaurus,desktop
2019-07-01,10863,Spinosaurus,desktop
2019-08-01,11435,Spinosaurus,desktop
2019-09-01,11825,Spinosaurus,desktop
2019-10-01,12801,Spinosaurus,desktop
2019-11-01,12670,Spinosaurus,desktop
2019-12-01,13565,Spinosaurus,desktop
2020-01-01,15150,Spinosaurus,desktop
2020-02-01,14241,Spinosaurus,desktop
2020-03-01,15499,Spinosaurus,desktop
2020-04-01,27715,Spinosaurus,desktop
2020-05-01,35986,Spinosaurus,desktop
2020-06-01,21921,Spinosaurus,desktop
2020-07-01,17977,Spinosaurus,desktop
2020-08-01,19325,Spinosaurus,desktop
2020-09-01,19658,Spinosaurus,desktop
2020-10-01,19778,Spinosaurus,desktop
2020-11-01,20541,Spinosaurus,desktop
2020-12-01,20815,Spinosaurus,desktop
2021-01-01,23918,Spinosaurus,desktop
2021-02-01,22477,Spinosaurus,desktop
2021-03-01,23527,Spinosaurus,desktop
2021-04-01,21675,Spinosaurus,desktop
2021-05-01,20329,Spinosaurus,desktop
2021-06-01,20218,Spinosaurus,desktop
2021-07-01,15807,Spinosaurus,desktop
2021-08-01,16209,Spinosaurus,desktop
2021-09-01,17088,Spinosaurus,desktop
2021-10-01,16417,Spinosaurus,desktop
2021-11-01,16303,Spinosaurus,desktop
2021-12-01,16380,Spinosaurus,desktop
2022-01-01,17045,Spinosaurus,desktop
2022-02-01,18159,Spinosaurus,desktop
2022-03-01,21853,Spinosaurus,desktop
2022-04-01,19189,Spinosaurus,desktop
2022-05-01,23308,Spinosaurus,desktop
2022-06-01,33253,Spinosaurus,desktop
2022-07-01,22069,Spinosaurus,desktop
2022-08-01,17271,Spinosaurus,desktop
2022-09-01,14656,Spinosaurus,desktop
2015-07-01,1115,Lythronax,desktop
2015-08-01,949,Lythronax,desktop
2015-09-01,935,Lythronax,desktop
2015-10-01,858,Lythronax,desktop
2015-11-01,1209,Lythronax,desktop
2015-12-01,887,Lythronax,desktop
2016-01-01,872,Lythronax,desktop
2016-02-01,758,Lythronax,desktop
2016-03-01,989,Lythronax,desktop
2016-04-01,753,Lythronax,desktop
2016-05-01,865,Lythronax,desktop
2016-06-01,796,Lythronax,desktop
2016-07-01,1031,Lythronax,desktop
2016-08-01,842,Lythronax,desktop
2016-09-01,728,Lythronax,desktop
2016-10-01,744,Lythronax,desktop
2016-11-01,730,Lythronax,desktop
2016-12-01,746,Lythronax,desktop
2017-01-01,807,Lythronax,desktop
2017-02-01,715,Lythronax,desktop
2017-03-01,736,Lythronax,desktop
2017-04-01,756,Lythronax,desktop
2017-05-01,714,Lythronax,desktop
2017-06-01,750,Lythronax,desktop
2017-07-01,822,Lythronax,desktop
2017-08-01,700,Lythronax,desktop
2017-09-01,665,Lythronax,desktop
2017-10-01,874,Lythronax,desktop
2017-11-01,687,Lythronax,desktop
2017-12-01,894,Lythronax,desktop
2018-01-01,833,Lythronax,desktop
2018-02-01,861,Lythronax,desktop
2018-03-01,980,Lythronax,desktop
2018-04-01,940,Lythronax,desktop
2018-05-01,979,Lythronax,desktop
2018-06-01,1571,Lythronax,desktop
2018-07-01,1459,Lythronax,desktop
2018-08-01,981,Lythronax,desktop
2018-09-01,867,Lythronax,desktop
2018-10-01,1193,Lythronax,desktop
2018-11-01,813,Lythronax,desktop
2018-12-01,789,Lythronax,desktop
2019-01-01,878,Lythronax,desktop
2019-02-01,779,Lythronax,desktop
2019-03-01,1054,Lythronax,desktop
2019-04-01,832,Lythronax,desktop
2019-05-01,739,Lythronax,desktop
2019-06-01,730,Lythronax,desktop
2019-07-01,688,Lythronax,desktop
2019-08-01,654,Lythronax,desktop
2019-09-01,839,Lythronax,desktop
2019-10-01,779,Lythronax,desktop
2019-11-01,652,Lythronax,desktop
2019-12-01,637,Lythronax,desktop
2020-01-01,837,Lythronax,desktop
2020-02-01,1246,Lythronax,desktop
2020-03-01,1341,Lythronax,desktop
2020-04-01,1656,Lythronax,desktop
2020-05-01,1878,Lythronax,desktop
2020-06-01,57701,Lythronax,desktop
2020-07-01,1031,Lythronax,desktop
2020-08-01,884,Lythronax,desktop
2020-09-01,1011,Lythronax,desktop
2020-10-01,1037,Lythronax,desktop
2020-11-01,1055,Lythronax,desktop
2020-12-01,931,Lythronax,desktop
2021-01-01,1005,Lythronax,desktop
2021-02-01,916,Lythronax,desktop
2021-03-01,1117,Lythronax,desktop
2021-04-01,1152,Lythronax,desktop
2021-05-01,1054,Lythronax,desktop
2021-06-01,1063,Lythronax,desktop
2021-07-01,894,Lythronax,desktop
2021-08-01,913,Lythronax,desktop
2021-09-01,1049,Lythronax,desktop
2021-10-01,1117,Lythronax,desktop
2021-11-01,850,Lythronax,desktop
2021-12-01,827,Lythronax,desktop
2022-01-01,922,Lythronax,desktop
2022-02-01,1009,Lythronax,desktop
2022-03-01,996,Lythronax,desktop
2022-04-01,1057,Lythronax,desktop
2022-05-01,1048,Lythronax,desktop
2022-06-01,1018,Lythronax,desktop
2022-07-01,1275,Lythronax,desktop
2022-08-01,908,Lythronax,desktop
2022-09-01,845,Lythronax,desktop
2015-07-01,1308,Nigersaurus,desktop
2015-08-01,1132,Nigersaurus,desktop
2015-09-01,1058,Nigersaurus,desktop
2015-10-01,1286,Nigersaurus,desktop
2015-11-01,967,Nigersaurus,desktop
2015-12-01,933,Nigersaurus,desktop
2016-01-01,993,Nigersaurus,desktop
2016-02-01,956,Nigersaurus,desktop
2016-03-01,935,Nigersaurus,desktop
2016-04-01,995,Nigersaurus,desktop
2016-05-01,2605,Nigersaurus,desktop
2016-06-01,897,Nigersaurus,desktop
2016-07-01,850,Nigersaurus,desktop
2016-08-01,849,Nigersaurus,desktop
2016-09-01,930,Nigersaurus,desktop
2016-10-01,963,Nigersaurus,desktop
2016-11-01,1023,Nigersaurus,desktop
2016-12-01,1353,Nigersaurus,desktop
2017-01-01,888,Nigersaurus,desktop
2017-02-01,945,Nigersaurus,desktop
2017-03-01,1010,Nigersaurus,desktop
2017-04-01,882,Nigersaurus,desktop
2017-05-01,1043,Nigersaurus,desktop
2017-06-01,754,Nigersaurus,desktop
2017-07-01,816,Nigersaurus,desktop
2017-08-01,920,Nigersaurus,desktop
2017-09-01,883,Nigersaurus,desktop
2017-10-01,1198,Nigersaurus,desktop
2017-11-01,892,Nigersaurus,desktop
2017-12-01,1079,Nigersaurus,desktop
2018-01-01,1680,Nigersaurus,desktop
2018-02-01,956,Nigersaurus,desktop
2018-03-01,1065,Nigersaurus,desktop
2018-04-01,1077,Nigersaurus,desktop
2018-05-01,1178,Nigersaurus,desktop
2018-06-01,8907,Nigersaurus,desktop
2018-07-01,6454,Nigersaurus,desktop
2018-08-01,2876,Nigersaurus,desktop
2018-09-01,2752,Nigersaurus,desktop
2018-10-01,1869,Nigersaurus,desktop
2018-11-01,2578,Nigersaurus,desktop
2018-12-01,3912,Nigersaurus,desktop
2019-01-01,13898,Nigersaurus,desktop
2019-02-01,4566,Nigersaurus,desktop
2019-03-01,4566,Nigersaurus,desktop
2019-04-01,2668,Nigersaurus,desktop
2019-05-01,2303,Nigersaurus,desktop
2019-06-01,1954,Nigersaurus,desktop
2019-07-01,2560,Nigersaurus,desktop
2019-08-01,2141,Nigersaurus,desktop
2019-09-01,5153,Nigersaurus,desktop
2019-10-01,2330,Nigersaurus,desktop
2019-11-01,2219,Nigersaurus,desktop
2019-12-01,4255,Nigersaurus,desktop
2020-01-01,35997,Nigersaurus,desktop
2020-02-01,57192,Nigersaurus,desktop
2020-03-01,12648,Nigersaurus,desktop
2020-04-01,18865,Nigersaurus,desktop
2020-05-01,9874,Nigersaurus,desktop
2020-06-01,6071,Nigersaurus,desktop
2020-07-01,4892,Nigersaurus,desktop
2020-08-01,4695,Nigersaurus,desktop
2020-09-01,3865,Nigersaurus,desktop
2020-10-01,9015,Nigersaurus,desktop
2020-11-01,7709,Nigersaurus,desktop
2020-12-01,6139,Nigersaurus,desktop
2021-01-01,17086,Nigersaurus,desktop
2021-02-01,36240,Nigersaurus,desktop
2021-03-01,19034,Nigersaurus,desktop
2021-04-01,10458,Nigersaurus,desktop
2021-05-01,7697,Nigersaurus,desktop
2021-06-01,8494,Nigersaurus,desktop
2021-07-01,5595,Nigersaurus,desktop
2021-08-01,5583,Nigersaurus,desktop
2021-09-01,7297,Nigersaurus,desktop
2021-10-01,6197,Nigersaurus,desktop
2021-11-01,5306,Nigersaurus,desktop
2021-12-01,5391,Nigersaurus,desktop
2022-01-01,5727,Nigersaurus,desktop
2022-02-01,7650,Nigersaurus,desktop
2022-03-01,8893,Nigersaurus,desktop
2022-04-01,6669,Nigersaurus,desktop
2022-05-01,8646,Nigersaurus,desktop
2022-06-01,5975,Nigersaurus,desktop
2022-07-01,5207,Nigersaurus,desktop
2022-08-01,7198,Nigersaurus,desktop
2022-09-01,10680,Nigersaurus,desktop
2017-08-01,5302,Borealopelta,desktop
2017-09-01,1139,Borealopelta,desktop
2017-10-01,1909,Borealopelta,desktop
2017-11-01,963,Borealopelta,desktop
2017-12-01,926,Borealopelta,desktop
2018-01-01,1041,Borealopelta,desktop
2018-02-01,2211,Borealopelta,desktop
2018-03-01,975,Borealopelta,desktop
2018-04-01,744,Borealopelta,desktop
2018-05-01,1137,Borealopelta,desktop
2018-06-01,1194,Borealopelta,desktop
2018-07-01,1083,Borealopelta,desktop
2018-08-01,830,Borealopelta,desktop
2018-09-01,691,Borealopelta,desktop
2018-10-01,830,Borealopelta,desktop
2018-11-01,1688,Borealopelta,desktop
2018-12-01,1447,Borealopelta,desktop
2019-01-01,831,Borealopelta,desktop
2019-02-01,653,Borealopelta,desktop
2019-03-01,916,Borealopelta,desktop
2019-04-01,920,Borealopelta,desktop
2019-05-01,745,Borealopelta,desktop
2019-06-01,731,Borealopelta,desktop
2019-07-01,726,Borealopelta,desktop
2019-08-01,880,Borealopelta,desktop
2019-09-01,53831,Borealopelta,desktop
2019-10-01,975,Borealopelta,desktop
2019-11-01,911,Borealopelta,desktop
2019-12-01,1017,Borealopelta,desktop
2020-01-01,1259,Borealopelta,desktop
2020-02-01,815,Borealopelta,desktop
2020-03-01,1117,Borealopelta,desktop
2020-04-01,1133,Borealopelta,desktop
2020-05-01,2259,Borealopelta,desktop
2020-06-01,3251,Borealopelta,desktop
2020-07-01,2239,Borealopelta,desktop
2020-08-01,2026,Borealopelta,desktop
2020-09-01,1262,Borealopelta,desktop
2020-10-01,1392,Borealopelta,desktop
2020-11-01,1990,Borealopelta,desktop
2020-12-01,1607,Borealopelta,desktop
2021-01-01,1571,Borealopelta,desktop
2021-02-01,2462,Borealopelta,desktop
2021-03-01,2021,Borealopelta,desktop
2021-04-01,1680,Borealopelta,desktop
2021-05-01,1608,Borealopelta,desktop
2021-06-01,1537,Borealopelta,desktop
2021-07-01,1280,Borealopelta,desktop
2021-08-01,1400,Borealopelta,desktop
2021-09-01,1441,Borealopelta,desktop
2021-10-01,1675,Borealopelta,desktop
2021-11-01,1449,Borealopelta,desktop
2021-12-01,1341,Borealopelta,desktop
2022-01-01,1847,Borealopelta,desktop
2022-02-01,1141,Borealopelta,desktop
2022-03-01,1363,Borealopelta,desktop
2022-04-01,1760,Borealopelta,desktop
2022-05-01,1864,Borealopelta,desktop
2022-06-01,1432,Borealopelta,desktop
2022-07-01,1418,Borealopelta,desktop
2022-08-01,1344,Borealopelta,desktop
2022-09-01,1589,Borealopelta,desktop
2015-07-01,25116,Dilophosaurus,desktop
2015-08-01,13883,Dilophosaurus,desktop
2015-09-01,11582,Dilophosaurus,desktop
2015-10-01,13189,Dilophosaurus,desktop
2015-11-01,10936,Dilophosaurus,desktop
2015-12-01,10022,Dilophosaurus,desktop
2016-01-01,10735,Dilophosaurus,desktop
2016-02-01,10629,Dilophosaurus,desktop
2016-03-01,10501,Dilophosaurus,desktop
2016-04-01,10728,Dilophosaurus,desktop
2016-05-01,10380,Dilophosaurus,desktop
2016-06-01,12051,Dilophosaurus,desktop
2016-07-01,8721,Dilophosaurus,desktop
2016-08-01,8084,Dilophosaurus,desktop
2016-09-01,7499,Dilophosaurus,desktop
2016-10-01,8162,Dilophosaurus,desktop
2016-11-01,7596,Dilophosaurus,desktop
2016-12-01,8292,Dilophosaurus,desktop
2017-01-01,10010,Dilophosaurus,desktop
2017-02-01,9441,Dilophosaurus,desktop
2017-03-01,11318,Dilophosaurus,desktop
2017-04-01,10888,Dilophosaurus,desktop
2017-05-01,9829,Dilophosaurus,desktop
2017-06-01,7988,Dilophosaurus,desktop
2017-07-01,7673,Dilophosaurus,desktop
2017-08-01,8011,Dilophosaurus,desktop
2017-09-01,7708,Dilophosaurus,desktop
2017-10-01,9314,Dilophosaurus,desktop
2017-11-01,8292,Dilophosaurus,desktop
2017-12-01,9753,Dilophosaurus,desktop
2018-01-01,9959,Dilophosaurus,desktop
2018-02-01,9804,Dilophosaurus,desktop
2018-03-01,10491,Dilophosaurus,desktop
2018-04-01,11740,Dilophosaurus,desktop
2018-05-01,14543,Dilophosaurus,desktop
2018-06-01,53278,Dilophosaurus,desktop
2018-07-01,19298,Dilophosaurus,desktop
2018-08-01,10304,Dilophosaurus,desktop
2018-09-01,8597,Dilophosaurus,desktop
2018-10-01,8391,Dilophosaurus,desktop
2018-11-01,8149,Dilophosaurus,desktop
2018-12-01,7751,Dilophosaurus,desktop
2019-01-01,8700,Dilophosaurus,desktop
2019-02-01,8027,Dilophosaurus,desktop
2019-03-01,8729,Dilophosaurus,desktop
2019-04-01,7909,Dilophosaurus,desktop
2019-05-01,7173,Dilophosaurus,desktop
2019-06-01,6211,Dilophosaurus,desktop
2019-07-01,6201,Dilophosaurus,desktop
2019-08-01,6278,Dilophosaurus,desktop
2019-09-01,6152,Dilophosaurus,desktop
2019-10-01,6149,Dilophosaurus,desktop
2019-11-01,6013,Dilophosaurus,desktop
2019-12-01,6296,Dilophosaurus,desktop
2020-01-01,7847,Dilophosaurus,desktop
2020-02-01,7140,Dilophosaurus,desktop
2020-03-01,7967,Dilophosaurus,desktop
2020-04-01,9591,Dilophosaurus,desktop
2020-05-01,9619,Dilophosaurus,desktop
2020-06-01,8925,Dilophosaurus,desktop
2020-07-01,11131,Dilophosaurus,desktop
2020-08-01,10276,Dilophosaurus,desktop
2020-09-01,9026,Dilophosaurus,desktop
2020-10-01,10009,Dilophosaurus,desktop
2020-11-01,8498,Dilophosaurus,desktop
2020-12-01,9215,Dilophosaurus,desktop
2021-01-01,9512,Dilophosaurus,desktop
2021-02-01,10083,Dilophosaurus,desktop
2021-03-01,10698,Dilophosaurus,desktop
2021-04-01,9183,Dilophosaurus,desktop
2021-05-01,9581,Dilophosaurus,desktop
2021-06-01,8759,Dilophosaurus,desktop
2021-07-01,7690,Dilophosaurus,desktop
2021-08-01,7877,Dilophosaurus,desktop
2021-09-01,7870,Dilophosaurus,desktop
2021-10-01,7772,Dilophosaurus,desktop
2021-11-01,7962,Dilophosaurus,desktop
2021-12-01,7868,Dilophosaurus,desktop
2022-01-01,8325,Dilophosaurus,desktop
2022-02-01,10001,Dilophosaurus,desktop
2022-03-01,11937,Dilophosaurus,desktop
2022-04-01,9131,Dilophosaurus,desktop
2022-05-01,9151,Dilophosaurus,desktop
2022-06-01,23994,Dilophosaurus,desktop
2022-07-01,14546,Dilophosaurus,desktop
2022-08-01,9664,Dilophosaurus,desktop
2022-09-01,8027,Dilophosaurus,desktop
