month,views,article,access_type
2019-03-01,920,Borealopelta,mobile
2019-04-01,831,Borealopelta,mobile
2019-05-01,588,Borealopelta,mobile
2019-06-01,738,Borealopelta,mobile
2019-07-01,820,Borealopelta,mobile
2019-08-01,1454,Borealopelta,mobile
2019-09-01,117282,Borealopelta,mobile
2019-10-01,1284,Borealopelta,mobile
2019-11-01,985,Borealopelta,mobile
2019-12-01,2012,Borealopelta,mobile
2020-01-01,1933,Borealopelta,mobile
2020-02-01,642,Borealopelta,mobile
2020-03-01,926,Borealopelta,mobile
2020-04-01,1035,Borealopelta,mobile
2020-05-01,2936,Borealopelta,mobile
2020-06-01,3221,Borealopelta,mobile
2020-07-01,4915,Borealopelta,mobile
2020-08-01,1902,Borealopelta,mobile
2020-09-01,2015,Borealopelta,mobile
2020-10-01,1443,Borealopelta,mobile
2020-11-01,1913,Borealopelta,mobile
2020-12-01,1736,Borealopelta,mobile
2021-01-01,1996,Borealopelta,mobile
2021-02-01,5138,Borealopelta,mobile
2021-03-01,2490,Borealopelta,mobile
2021-04-01,1463,Borealopelta,mobile
2021-05-01,2133,Borealopelta,mobile
2021-06-01,2195,Borealopelta,mobile
2021-07-01,2263,Borealopelta,mobile
2021-08-01,1979,Borealopelta,mobile
2021-09-01,1532,Borealopelta,mobile
2021-10-01,2365,Borealopelta,mobile
2021-11-01,1974,Borealopelta,mobile
2021-12-01,1688,Borealopelta,mobile
2022-01-01,2165,Borealopelta,mobile
2022-02-01,1196,Borealopelta,mobile
2022-03-01,1616,Borealopelta,mobile
2022-04-01,2172,Borealopelta,mobile
2022-05-01,2202,Borealopelta,mobile
2022-06-01,2157,Borealopelta,mobile
2022-07-01,2185,Borealopelta,mobile
2022-08-01,1870,Borealopelta,mobile
2022-09-01,2460,Borealopelta,mobile
2015-07-01,29889,Dilophosaurus,mobile
2015-08-01,16315,Dilophosaurus,mobile
2015-09-01,11006,Dilophosaurus,mobile
2015-10-01,14367,Dilophosaurus,mobile
2015-11-01,11173,Dilophosaurus,mobile
2015-12-01,13096,Dilophosaurus,mobile
2016-01-01,13335,Dilophosaurus,mobile
2016-02-01,11702,Dilophosaurus,mobile
2016-03-01,11394,Dilophosaurus,mobile
2016-04-01,12905,Dilophosaurus,mobile
2016-05-01,12702,Dilophosaurus,mobile
2016-06-01,19732,Dilophosaurus,mobile
2016-07-01,12401,Dilophosaurus,mobile
2016-08-01,10139,Dilophosaurus,mobile
2016-09-01,8282,Dilophosaurus,mobile
2016-10-01,9053,Dilophosaurus,mobile
2016-11-01,8475,Dilophosaurus,mobile
2016-12-01,10527,Dilophosaurus,mobile
2017-01-01,12530,Dilophosaurus,mobile
2017-02-01,10420,Dilophosaurus,mobile
2017-03-01,15413,Dilophosaurus,mobile
2017-04-01,12547,Dilophosaurus,mobile
2017-05-01,11269,Dilophosaurus,mobile
2017-06-01,11174,Dilophosaurus,mobile
2017-07-01,10187,Dilophosaurus,mobile
2017-08-01,9827,Dilophosaurus,mobile
2017-09-01,8635,Dilophosaurus,mobile
2017-10-01,10864,Dilophosaurus,mobile
2017-11-01,9547,Dilophosaurus,mobile
2017-12-01,11707,Dilophosaurus,mobile
2018-01-01,11584,Dilophosaurus,mobile
2018-02-01,10319,Dilophosaurus,mobile
2018-03-01,12613,Dilophosaurus,mobile
2018-04-01,13860,Dilophosaurus,mobile
2018-05-01,17797,Dilophosaurus,mobile
2018-06-01,74210,Dilophosaurus,mobile
2018-07-01,47819,Dilophosaurus,mobile
2018-08-01,18669,Dilophosaurus,mobile
2018-09-01,14172,Dilophosaurus,mobile
2018-10-01,11248,Dilophosaurus,mobile
2018-11-01,10687,Dilophosaurus,mobile
2018-12-01,11195,Dilophosaurus,mobile
2019-01-01,11715,Dilophosaurus,mobile
2019-02-01,11038,Dilophosaurus,mobile
2019-03-01,14014,Dilophosaurus,mobile
2019-04-01,13748,Dilophosaurus,mobile
2019-05-01,11158,Dilophosaurus,mobile
2019-06-01,12168,Dilophosaurus,mobile
2019-07-01,13011,Dilophosaurus,mobile
2019-08-01,12463,Dilophosaurus,mobile
2019-09-01,10543,Dilophosaurus,mobile
2019-10-01,11082,Dilophosaurus,mobile
2019-11-01,9680,Dilophosaurus,mobile
2019-12-01,12206,Dilophosaurus,mobile
2020-01-01,13082,Dilophosaurus,mobile
2020-02-01,11629,Dilophosaurus,mobile
2020-03-01,13817,Dilophosaurus,mobile
2020-04-01,17949,Dilophosaurus,mobile
2020-05-01,17291,Dilophosaurus,mobile
2020-06-01,17307,Dilophosaurus,mobile
2020-07-01,20535,Dilophosaurus,mobile
2020-08-01,29055,Dilophosaurus,mobile
2020-09-01,17362,Dilophosaurus,mobile
2020-10-01,15422,Dilophosaurus,mobile
2020-11-01,13183,Dilophosaurus,mobile
2020-12-01,18114,Dilophosaurus,mobile
2021-01-01,15996,Dilophosaurus,mobile
2021-02-01,16848,Dilophosaurus,mobile
2021-03-01,15854,Dilophosaurus,mobile
2021-04-01,14307,Dilophosaurus,mobile
2021-05-01,15757,Dilophosaurus,mobile
2021-06-01,16857,Dilophosaurus,mobile
2021-07-01,14421,Dilophosaurus,mobile
2021-08-01,16566,Dilophosaurus,mobile
2021-09-01,13999,Dilophosaurus,mobile
2021-10-01,12410,Dilophosaurus,mobile
2021-11-01,11406,Dilophosaurus,mobile
2021-12-01,14238,Dilophosaurus,mobile
2022-01-01,14393,Dilophosaurus,mobile
2022-02-01,15603,Dilophosaurus,mobile
2022-03-01,23195,Dilophosaurus,mobile
2022-04-01,13976,Dilophosaurus,mobile
2022-05-01,15843,Dilophosaurus,mobile
2022-06-01,78537,Dilophosaurus,mobile
2022-07-01,38969,Dilophosaurus,mobile
2022-08-01,23078,Dilophosaurus,mobile
2022-09-01,20267,Dilophosaurus,mobile
2015-07-01,11373,Argentinosaurus,mobile
2015-08-01,8070,Argentinosaurus,mobile
2015-09-01,7626,Argentinosaurus,mobile
2015-10-01,7104,Argentinosaurus,mobile
2015-11-01,7274,Argentinosaurus,mobile
2015-12-01,9647,Argentinosaurus,mobile
2016-01-01,13186,Argentinosaurus,mobile
2016-02-01,8892,Argentinosaurus,mobile
2016-03-01,6878,Argentinosaurus,mobile
2016-04-01,6958,Argentinosaurus,mobile
2016-05-01,7630,Argentinosaurus,mobile
2016-06-01,7967,Argentinosaurus,mobile
2016-07-01,6935,Argentinosaurus,mobile
2016-08-01,6394,Argentinosaurus,mobile
2016-09-01,5919,Argentinosaurus,mobile
2016-10-01,7028,Argentinosaurus,mobile
2016-11-01,6706,Argentinosaurus,mobile
2016-12-01,78437,Argentinosaurus,mobile
2017-01-01,15278,Argentinosaurus,mobile
2017-02-01,7888,Argentinosaurus,mobile
2017-03-01,10504,Argentinosaurus,mobile
2017-04-01,8784,Argentinosaurus,mobile
2017-05-01,11398,Argentinosaurus,mobile
2017-06-01,6546,Argentinosaurus,mobile
2017-07-01,7637,Argentinosaurus,mobile
2017-08-01,9030,Argentinosaurus,mobile
2017-09-01,5050,Argentinosaurus,mobile
2017-10-01,4919,Argentinosaurus,mobile
2017-11-01,4899,Argentinosaurus,mobile
2017-12-01,5667,Argentinosaurus,mobile
2018-01-01,6301,Argentinosaurus,mobile
2018-02-01,5614,Argentinosaurus,mobile
2018-03-01,6530,Argentinosaurus,mobile
2018-04-01,6304,Argentinosaurus,mobile
2018-05-01,7175,Argentinosaurus,mobile
2018-06-01,11145,Argentinosaurus,mobile
2018-07-01,12713,Argentinosaurus,mobile
2018-08-01,12080,Argentinosaurus,mobile
2018-09-01,8221,Argentinosaurus,mobile
2018-10-01,6545,Argentinosaurus,mobile
2018-11-01,6529,Argentinosaurus,mobile
2018-12-01,11962,Argentinosaurus,mobile
2019-01-01,8445,Argentinosaurus,mobile
2019-02-01,7187,Argentinosaurus,mobile
2019-03-01,9505,Argentinosaurus,mobile
2019-04-01,9191,Argentinosaurus,mobile
2019-05-01,6602,Argentinosaurus,mobile
2019-06-01,7335,Argentinosaurus,mobile
2019-07-01,9663,Argentinosaurus,mobile
2019-08-01,6727,Argentinosaurus,mobile
2019-09-01,6946,Argentinosaurus,mobile
2019-10-01,7887,Argentinosaurus,mobile
2019-11-01,7136,Argentinosaurus,mobile
2019-12-01,8591,Argentinosaurus,mobile
2020-01-01,9635,Argentinosaurus,mobile
2020-02-01,15249,Argentinosaurus,mobile
2020-03-01,8407,Argentinosaurus,mobile
2020-04-01,12933,Argentinosaurus,mobile
2020-05-01,12540,Argentinosaurus,mobile
2020-06-01,10738,Argentinosaurus,mobile
2020-07-01,10920,Argentinosaurus,mobile
2020-08-01,11608,Argentinosaurus,mobile
2020-09-01,11352,Argentinosaurus,mobile
2020-10-01,12792,Argentinosaurus,mobile
2020-11-01,16048,Argentinosaurus,mobile
2020-12-01,15124,Argentinosaurus,mobile
2021-01-01,18122,Argentinosaurus,mobile
2021-02-01,13406,Argentinosaurus,mobile
2021-03-01,14087,Argentinosaurus,mobile
2021-04-01,41983,Argentinosaurus,mobile
2021-05-01,12647,Argentinosaurus,mobile
2021-06-01,13400,Argentinosaurus,mobile
2021-07-01,9469,Argentinosaurus,mobile
2021-08-01,9814,Argentinosaurus,mobile
2021-09-01,9111,Argentinosaurus,mobile
2021-10-01,8227,Argentinosaurus,mobile
2021-11-01,7218,Argentinosaurus,mobile
2021-12-01,7579,Argentinosaurus,mobile
2022-01-01,8560,Argentinosaurus,mobile
2022-02-01,8059,Argentinosaurus,mobile
2022-03-01,7827,Argentinosaurus,mobile
2022-04-01,8253,Argentinosaurus,mobile
2022-05-01,10425,Argentinosaurus,mobile
2022-06-01,12601,Argentinosaurus,mobile
2022-07-01,13176,Argentinosaurus,mobile
2022-08-01,11245,Argentinosaurus,mobile
2022-09-01,8974,Argentinosaurus,mobile
2015-07-01,1181,Achelousaurus,desktop
2015-08-01,703,Achelousaurus,desktop
2015-09-01,699,Achelousaurus,desktop
2015-10-01,708,Achelousaurus,desktop
2015-11-01,691,Achelousaurus,desktop
2015-12-01,586,Achelousaurus,desktop
2016-01-01,700,Achelousaurus,desktop
2016-02-01,644,Achelousaurus,desktop
2016-03-01,595,Achelousaurus,desktop
2016-04-01,677,Achelousaurus,desktop
2016-05-01,803,Achelousaurus,desktop
2016-06-01,638,Achelousaurus,desktop
2016-07-01,599,Achelousaurus,desktop
2016-08-01,483,Achelousaurus,desktop
2016-09-01,525,Achelousaurus,desktop
2016-10-01,580,Achelousaurus,desktop
2016-11-01,592,Achelousaurus,desktop
2016-12-01,738,Achelousaurus,desktop
2017-01-01,824,Achelousaurus,desktop
2017-02-01,722,Achelousaurus,desktop
2017-03-01,740,Achelousaurus,desktop
2017-04-01,667,Achelousaurus,desktop
2017-05-01,699,Achelousaurus,desktop
2017-06-01,960,Achelousaurus,desktop
2017-07-01,1425,Achelousaurus,desktop
2017-08-01,920,Achelousaurus,desktop
2017-09-01,2076,Achelousaurus,desktop
2017-10-01,2599,Achelousaurus,desktop
2017-11-01,1950,Achelousaurus,desktop
2017-12-01,2228,Achelousaurus,desktop
2018-01-01,1019,Achelousaurus,desktop
2018-02-01,955,Achelousaurus,desktop
2018-03-01,949,Achelousaurus,desktop
2018-04-01,908,Achelousaurus,desktop
2018-05-01,884,Achelousaurus,desktop
2018-06-01,1166,Achelousaurus,desktop
2018-07-01,929,Achelousaurus,desktop
2018-08-01,764,Achelousaurus,desktop
2018-09-01,678,Achelousaurus,desktop
2018-10-01,695,Achelousaurus,desktop
2018-11-01,728,Achelousaurus,desktop
2018-12-01,728,Achelousaurus,desktop
2019-01-01,949,Achelousaurus,desktop
2019-02-01,724,Achelousaurus,desktop
2019-03-01,805,Achelousaurus,desktop
2019-04-01,844,Achelousaurus,desktop
2019-05-01,796,Achelousaurus,desktop
2019-06-01,675,Achelousaurus,desktop
2019-07-01,814,Achelousaurus,desktop
2019-08-01,1002,Achelousaurus,desktop
2019-09-01,860,Achelousaurus,desktop
2019-10-01,694,Achelousaurus,desktop
2019-11-01,700,Achelousaurus,desktop
2019-12-01,683,Achelousaurus,desktop
2020-01-01,733,Achelousaurus,desktop
2020-02-01,678,Achelousaurus,desktop
2020-03-01,697,Achelousaurus,desktop
2020-04-01,826,Achelousaurus,desktop
2020-05-01,757,Achelousaurus,desktop
2020-06-01,575,Achelousaurus,desktop
2020-07-01,581,Achelousaurus,desktop
2020-08-01,609,Achelousaurus,desktop
2020-09-01,475,Achelousaurus,desktop
2020-10-01,548,Achelousaurus,desktop
2020-11-01,622,Achelousaurus,desktop
2020-12-01,12572,Achelousaurus,desktop
2021-01-01,37472,Achelousaurus,desktop
2021-02-01,205150,Achelousaurus,desktop
2021-03-01,202780,Achelousaurus,desktop
2021-04-01,155998,Achelousaurus,desktop
2021-05-01,155569,Achelousaurus,desktop
2021-06-01,130098,Achelousaurus,desktop
2021-07-01,144635,Achelousaurus,desktop
2021-08-01,125772,Achelousaurus,desktop
2021-09-01,10495,Achelousaurus,desktop
2021-10-01,2430,Achelousaurus,desktop
2021-11-01,13554,Achelousaurus,desktop
2021-12-01,22883,Achelousaurus,desktop
2022-01-01,29530,Achelousaurus,desktop
2022-02-01,18435,Achelousaurus,desktop
2022-03-01,41582,Achelousaurus,desktop
2022-04-01,34161,Achelousaurus,desktop
2022-05-01,6442,Achelousaurus,desktop
2022-06-01,15972,Achelousaurus,desktop
2022-07-01,33338,Achelousaurus,desktop
2022-08-01,68074,Achelousaurus,desktop
2022-09-01,50146,Achelousaurus,desktop
2015-07-01,135741,Velociraptor,desktop
2015-08-01,45195,Velociraptor,desktop
2015-09-01,37754,Velociraptor,desktop
2015-10-01,46599,Velociraptor,desktop
2015-11-01,40814,Velociraptor,desktop
2015-12-01,35177,Velociraptor,desktop
2016-01-01,34665,Velociraptor,desktop
2016-02-01,32394,Velociraptor,desktop
2016-03-01,70521,Velociraptor,desktop
2016-04-01,34606,Velociraptor,desktop
2016-05-01,35377,Velociraptor,desktop
2016-06-01,30642,Velociraptor,desktop
2016-07-01,23741,Velociraptor,desktop
2016-08-01,21244,Velociraptor,desktop
2016-09-01,35880,Velociraptor,desktop
2016-10-01,22540,Velociraptor,desktop
2016-11-01,22827,Velociraptor,desktop
2016-12-01,27354,Velociraptor,desktop
2017-01-01,29042,Velociraptor,desktop
2017-02-01,24800,Velociraptor,desktop
2017-03-01,30975,Velociraptor,desktop
2017-04-01,26455,Velociraptor,desktop
2017-05-01,29969,Velociraptor,desktop
2017-06-01,21304,Velociraptor,desktop
2017-07-01,19753,Velociraptor,desktop
2017-08-01,19388,Velociraptor,desktop
2017-09-01,19259,Velociraptor,desktop
2017-10-01,22194,Velociraptor,desktop
2017-11-01,23207,Velociraptor,desktop
2017-12-01,30166,Velociraptor,desktop
2018-01-01,32694,Velociraptor,desktop
2018-02-01,23393,Velociraptor,desktop
2018-03-01,26511,Velociraptor,desktop
2018-04-01,27983,Velociraptor,desktop
2018-05-01,33592,Velociraptor,desktop
2018-06-01,62369,Velociraptor,desktop
2018-07-01,44646,Velociraptor,desktop
2018-08-01,26212,Velociraptor,desktop
2018-09-01,23985,Velociraptor,desktop
2018-10-01,24368,Velociraptor,desktop
2018-11-01,24497,Velociraptor,desktop
2018-12-01,21086,Velociraptor,desktop
2019-01-01,25167,Velociraptor,desktop
2019-02-01,22204,Velociraptor,desktop
2019-03-01,25681,Velociraptor,desktop
2019-04-01,22460,Velociraptor,desktop
2019-05-01,39579,Velociraptor,desktop
2019-06-01,20902,Velociraptor,desktop
2019-07-01,17584,Velociraptor,desktop
2019-08-01,15642,Velociraptor,desktop
2019-09-01,16373,Velociraptor,desktop
2019-10-01,28936,Velociraptor,desktop
2019-11-01,17138,Velociraptor,desktop
2019-12-01,16170,Velociraptor,desktop
2020-01-01,19989,Velociraptor,desktop
2020-02-01,19236,Velociraptor,desktop
2020-03-01,21621,Velociraptor,desktop
2020-04-01,26041,Velociraptor,desktop
2020-05-01,25970,Velociraptor,desktop
2020-06-01,24782,Velociraptor,desktop
2020-07-01,21214,Velociraptor,desktop
2020-08-01,22731,Velociraptor,desktop
2020-09-01,21471,Velociraptor,desktop
2020-10-01,23360,Velociraptor,desktop
2020-11-01,20575,Velociraptor,desktop
2020-12-01,21584,Velociraptor,desktop
2021-01-01,23354,Velociraptor,desktop
2021-02-01,23415,Velociraptor,desktop
2021-03-01,27219,Velociraptor,desktop
2021-04-01,25235,Velociraptor,desktop
2021-05-01,24429,Velociraptor,desktop
2021-06-01,21477,Velociraptor,desktop
2021-07-01,17829,Velociraptor,desktop
2021-08-01,18163,Velociraptor,desktop
2021-09-01,18664,Velociraptor,desktop
2021-10-01,20880,Velociraptor,desktop
2021-11-01,18039,Velociraptor,desktop
2021-12-01,18333,Velociraptor,desktop
2022-01-01,19460,Velociraptor,desktop
2022-02-01,20452,Velociraptor,desktop
2022-03-01,19481,Velociraptor,desktop
2022-04-01,20056,Velociraptor,desktop
2022-05-01,25219,Velociraptor,desktop
2022-06-01,31520,Velociraptor,desktop
2022-07-01,20092,Velociraptor,desktop
2022-08-01,16691,Velociraptor,desktop
2022-09-01,14602,Velociraptor,desktop
2015-07-01,107257,Tyrannosaurus,desktop
2015-08-01,64452,Tyrannosaurus,desktop
2015-09-01,60550,Tyrannosaurus,desktop
2015-10-01,66527,Tyrannosaurus,desktop
2015-11-01,60426,Tyrannosaurus,desktop
2015-12-01,57493,Tyrannosaurus,desktop
2016-01-01,57657,Tyrannosaurus,desktop
2016-02-01,51596,Tyrannosaurus,desktop
2016-03-01,62867,Tyrannosaurus,desktop
2016-04-01,56819,Tyrannosaurus,desktop
2016-05-01,58193,Tyrannosaurus,desktop
2016-06-01,47398,Tyrannosaurus,desktop
2016-07-01,44065,Tyrannosaurus,desktop
2016-08-01,41429,Tyrannosaurus,desktop
2016-09-01,42136,Tyrannosaurus,desktop
2016-10-01,44054,Tyrannosaurus,desktop
2016-11-01,46011,Tyrannosaurus,desktop
2016-12-01,47896,Tyrannosaurus,desktop
2017-01-01,49101,Tyrannosaurus,desktop
2017-02-01,46084,Tyrannosaurus,desktop
2017-03-01,57124,Tyrannosaurus,desktop
2017-04-01,47669,Tyrannosaurus,desktop
2017-05-01,55816,Tyrannosaurus,desktop
2017-06-01,42288,Tyrannosaurus,desktop
2017-07-01,39464,Tyrannosaurus,desktop
2017-08-01,38050,Tyrannosaurus,desktop
2017-09-01,35726,Tyrannosaurus,desktop
2017-10-01,39443,Tyrannosaurus,desktop
2017-11-01,43246,Tyrannosaurus,desktop
2017-12-01,44933,Tyrannosaurus,desktop
2018-01-01,49845,Tyrannosaurus,desktop
2018-02-01,42887,Tyrannosaurus,desktop
2018-03-01,45815,Tyrannosaurus,desktop
2018-04-01,49236,Tyrannosaurus,desktop
2018-05-01,51975,Tyrannosaurus,desktop
2018-06-01,87514,Tyrannosaurus,desktop
2018-07-01,61017,Tyrannosaurus,desktop
2018-08-01,44498,Tyrannosaurus,desktop
2018-09-01,42645,Tyrannosaurus,desktop
2018-10-01,45606,Tyrannosaurus,desktop
2018-11-01,43438,Tyrannosaurus,desktop
2018-12-01,40967,Tyrannosaurus,desktop
2019-01-01,45728,Tyrannosaurus,desktop
2019-02-01,39382,Tyrannosaurus,desktop
2019-03-01,46454,Tyrannosaurus,desktop
2019-04-01,37700,Tyrannosaurus,desktop
2019-05-01,36020,Tyrannosaurus,desktop
2019-06-01,31644,Tyrannosaurus,desktop
2019-07-01,28866,Tyrannosaurus,desktop
2019-08-01,27784,Tyrannosaurus,desktop
2019-09-01,35462,Tyrannosaurus,desktop
2019-10-01,34299,Tyrannosaurus,desktop
2019-11-01,34607,Tyrannosaurus,desktop
2019-12-01,31454,Tyrannosaurus,desktop
2020-01-01,38864,Tyrannosaurus,desktop
2020-02-01,41421,Tyrannosaurus,desktop
2020-03-01,40928,Tyrannosaurus,desktop
2020-04-01,48309,Tyrannosaurus,desktop
2020-05-01,47414,Tyrannosaurus,desktop
2020-06-01,42439,Tyrannosaurus,desktop
2020-07-01,37328,Tyrannosaurus,desktop
2020-08-01,44469,Tyrannosaurus,desktop
2020-09-01,40890,Tyrannosaurus,desktop
2020-10-01,46080,Tyrannosaurus,desktop
2020-11-01,43121,Tyrannosaurus,desktop
2020-12-01,41061,Tyrannosaurus,desktop
2021-01-01,45419,Tyrannosaurus,desktop
2021-02-01,43774,Tyrannosaurus,desktop
2021-03-01,52277,Tyrannosaurus,desktop
2021-04-01,60422,Tyrannosaurus,desktop
2021-05-01,48398,Tyrannosaurus,desktop
2021-06-01,42564,Tyrannosaurus,desktop
2021-07-01,37589,Tyrannosaurus,desktop
2021-08-01,39579,Tyrannosaurus,desktop
2021-09-01,41532,Tyrannosaurus,desktop
2021-10-01,40129,Tyrannosaurus,desktop
2021-11-01,41040,Tyrannosaurus,desktop
2021-12-01,37650,Tyrannosaurus,desktop
2022-01-01,42104,Tyrannosaurus,desktop
2022-02-01,41061,Tyrannosaurus,desktop
2022-03-01,51628,Tyrannosaurus,desktop
2022-04-01,42976,Tyrannosaurus,desktop
2022-05-01,48438,Tyrannosaurus,desktop
2022-06-01,58017,Tyrannosaurus,desktop
2022-07-01,46505,Tyrannosaurus,desktop
2022-08-01,38432,Tyrannosaurus,desktop
2022-09-01,34851,Tyrannosaurus,desktop
2017-12-01,103251,Halszkaraptor,desktop
2018-01-01,2037,Halszkaraptor,desktop
2018-02-01,1483,Halszkaraptor,desktop
2018-03-01,1399,Halszkaraptor,desktop
2018-04-01,1149,Halszkaraptor,desktop
2018-05-01,1298,Halszkaraptor,desktop
2018-06-01,954,Halszkaraptor,desktop
2018-07-01,1433,Halszkaraptor,desktop
2018-08-01,811,Halszkaraptor,desktop
2018-09-01,762,Halszkaraptor,desktop
2018-10-01,660,Halszkaraptor,desktop
2018-11-01,687,Halszkaraptor,desktop
2018-12-01,618,Halszkaraptor,desktop
2019-01-01,717,Halszkaraptor,desktop
2019-02-01,678,Halszkaraptor,desktop
2019-03-01,860,Halszkaraptor,desktop
2019-04-01,715,Halszkaraptor,desktop
2019-05-01,621,Halszkaraptor,desktop
2019-06-01,518,Halszkaraptor,desktop
2019-07-01,631,Halszkaraptor,desktop
2019-08-01,643,Halszkaraptor,desktop
2019-09-01,650,Halszkaraptor,desktop
2019-10-01,829,Halszkaraptor,desktop
2019-11-01,919,Halszkaraptor,desktop
2019-12-01,709,Halszkaraptor,desktop
2020-01-01,721,Halszkaraptor,desktop
2020-02-01,930,Halszkaraptor,desktop
2020-03-01,864,Halszkaraptor,desktop
2020-04-01,871,Halszkaraptor,desktop
2020-05-01,970,Halszkaraptor,desktop
2020-06-01,621,Halszkaraptor,desktop
2020-07-01,852,Halszkaraptor,desktop
2020-08-01,737,Halszkaraptor,desktop
2020-09-01,688,Halszkaraptor,desktop
2020-10-01,679,Halszkaraptor,desktop
2020-11-01,670,Halszkaraptor,desktop
2020-12-01,644,Halszkaraptor,desktop
2021-01-01,740,Halszkaraptor,desktop
2021-02-01,653,Halszkaraptor,desktop
2021-03-01,903,Halszkaraptor,desktop
2021-04-01,708,Halszkaraptor,desktop
2021-05-01,776,Halszkaraptor,desktop
2021-06-01,768,Halszkaraptor,desktop
2021-07-01,750,Halszkaraptor,desktop
2021-08-01,755,Halszkaraptor,desktop
2021-09-01,779,Halszkaraptor,desktop
2021-10-01,793,Halszkaraptor,desktop
2021-11-01,698,Halszkaraptor,desktop
2021-12-01,772,Halszkaraptor,desktop
2022-01-01,733,Halszkaraptor,desktop
2022-02-01,814,Halszkaraptor,desktop
2022-03-01,903,Halszkaraptor,desktop
2022-04-01,1209,Halszkaraptor,desktop
2022-05-01,1089,Halszkaraptor,desktop
2022-06-01,1058,Halszkaraptor,desktop
2022-07-01,1177,Halszkaraptor,desktop
2022-08-01,858,Halszkaraptor,desktop
2022-09-01,777,Halszkaraptor,desktop
2015-07-01,24685,Giganotosaurus,desktop
2015-08-01,17731,Giganotosaurus,desktop
2015-09-01,12897,Giganotosaurus,desktop
2015-10-01,15901,Giganotosaurus,desktop
2015-11-01,23783,Giganotosaurus,desktop
2015-12-01,13940,Giganotosaurus,desktop
2016-01-01,18198,Giganotosaurus,desktop
2016-02-01,13832,Giganotosaurus,desktop
2016-03-01,13102,Giganotosaurus,desktop
2016-04-01,13257,Giganotosaurus,desktop
2016-05-01,13474,Giganotosaurus,desktop
2016-06-01,12950,Giganotosaurus,desktop
2016-07-01,11388,Giganotosaurus,desktop
2016-08-01,10718,Giganotosaurus,desktop
2016-09-01,9743,Giganotosaurus,desktop
2016-10-01,10122,Giganotosaurus,desktop
2016-11-01,10377,Giganotosaurus,desktop
2016-12-01,13598,Giganotosaurus,desktop
2017-01-01,14689,Giganotosaurus,desktop
2017-02-01,11570,Giganotosaurus,desktop
2017-03-01,13458,Giganotosaurus,desktop
2017-04-01,11121,Giganotosaurus,desktop
2017-05-01,11742,Giganotosaurus,desktop
2017-06-01,9374,Giganotosaurus,desktop
2017-07-01,35401,Giganotosaurus,desktop
2017-08-01,14490,Giganotosaurus,desktop
2017-09-01,9236,Giganotosaurus,desktop
2017-10-01,10207,Giganotosaurus,desktop
2017-11-01,9530,Giganotosaurus,desktop
2017-12-01,11801,Giganotosaurus,desktop
2018-01-01,11529,Giganotosaurus,desktop
2018-02-01,11170,Giganotosaurus,desktop
2018-03-01,11623,Giganotosaurus,desktop
2018-04-01,12188,Giganotosaurus,desktop
2018-05-01,12496,Giganotosaurus,desktop
2018-06-01,26403,Giganotosaurus,desktop
2018-07-01,18221,Giganotosaurus,desktop
2018-08-01,11188,Giganotosaurus,desktop
2018-09-01,9558,Giganotosaurus,desktop
2018-10-01,8669,Giganotosaurus,desktop
2018-11-01,8283,Giganotosaurus,desktop
2018-12-01,8875,Giganotosaurus,desktop
2019-01-01,10831,Giganotosaurus,desktop
2019-02-01,9886,Giganotosaurus,desktop
2019-03-01,10872,Giganotosaurus,desktop
2019-04-01,8561,Giganotosaurus,desktop
2019-05-01,7974,Giganotosaurus,desktop
2019-06-01,7425,Giganotosaurus,desktop
2019-07-01,7276,Giganotosaurus,desktop
2019-08-01,7240,Giganotosaurus,desktop
2019-09-01,8573,Giganotosaurus,desktop
2019-10-01,7088,Giganotosaurus,desktop
2019-11-01,6989,Giganotosaurus,desktop
2019-12-01,7395,Giganotosaurus,desktop
2020-01-01,8514,Giganotosaurus,desktop
2020-02-01,8552,Giganotosaurus,desktop
2020-03-01,8627,Giganotosaurus,desktop
2020-04-01,12311,Giganotosaurus,desktop
2020-05-01,11873,Giganotosaurus,desktop
2020-06-01,10284,Giganotosaurus,desktop
2020-07-01,9845,Giganotosaurus,desktop
2020-08-01,8876,Giganotosaurus,desktop
2020-09-01,8959,Giganotosaurus,desktop
2020-10-01,9139,Giganotosaurus,desktop
2020-11-01,11137,Giganotosaurus,desktop
2020-12-01,9625,Giganotosaurus,desktop
2021-01-01,11534,Giganotosaurus,desktop
2021-02-01,10174,Giganotosaurus,desktop
2021-03-01,11689,Giganotosaurus,desktop
2021-04-01,10949,Giganotosaurus,desktop
2021-05-01,10542,Giganotosaurus,desktop
2021-06-01,15569,Giganotosaurus,desktop
2021-07-01,10949,Giganotosaurus,desktop
2021-08-01,8982,Giganotosaurus,desktop
2021-09-01,8750,Giganotosaurus,desktop
2021-10-01,7975,Giganotosaurus,desktop
2021-11-01,12189,Giganotosaurus,desktop
2021-12-01,10236,Giganotosaurus,desktop
2022-01-01,10359,Giganotosaurus,desktop
2022-02-01,12607,Giganotosaurus,desktop
2022-03-01,10384,Giganotosaurus,desktop
2022-04-01,19022,Giganotosaurus,desktop
2022-05-01,21345,Giganotosaurus,desktop
2022-06-01,62340,Giganotosaurus,desktop
2022-07-01,47375,Giganotosaurus,desktop
2022-08-01,22870,Giganotosaurus,desktop
2022-09-01,14685,Giganotosaurus,desktop
2015-07-01,61029,Spinosaurus,desktop
